id,address,postcode,public_body,removal_proposal_sent,public_body_representation_made,bt_initial_decision,bt_initial_decision_date,public_body_review_requested,bt_final_decision,bt_final_decision_date,latitude,longitude,geocoded_postcode,geocoding_status
698,Outside Royal Oak Hotel 1 Lees Lane Little Neston Neston,CH64 4DD,Cheshire West and Chester (B),08/02/2024,No,Remove,15/05/2024,No,Remove,15/05/2024,53.285951,-3.048828,CH64 4DD,ok
699,Junction Delamere Street Over Square Winsford,CW7 2JP,Cheshire West and Chester (B),08/02/2024,No,Remove,15/05/2024,No,Remove,15/05/2024,53.189301,-2.540306,CW7 2JP,ok
700,Opposite Psni Station North Queen Street Belfast,BT15 1ES,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.607264,-5.931255,BT15 1ES,ok
701,Rockveiw St /Donegall Rd Donegall Road Belfast,BT12 5JJ,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.589523,-5.935187,BT12 5JJ,ok
702,Junction Lothian Ave/Melford Dr Melfort Drive Belfast,BT5 7FH,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.586936,-5.830472,BT5 7FH,ok
703,Opposite 49 Church St Church Street Wincham Northwich,CW9 6EP,Cheshire West and Chester (B),08/02/2024,No,Remove,15/05/2024,No,Remove,15/05/2024,53.281128,-2.476146,CW9 6EP,ok
704,1 Sandymount Junction Ballyskeagh Road Dunmurry Belfast,BT17 9HA,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.541807,-6.018606,BT17 9HA,ok
705,Opposite Bus Stop Erinvale Avenue Belfast,BT10 0FN,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.55465,-5.982429,BT10 0FN,ok
706,Outside 148 Glen Road Andersonstown Belfast,BT11 8BN,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.58063,-5.990797,BT11 8BN,ok
707,Opposite No.7 Castleboy Avenue Belfast,BT8 7BD,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.552689,-5.925487,BT8 7BD,ok
708,Kilwarlin Crescent Belfast,BT8 7EL,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.550351,-5.93743,BT8 7EL,ok
709,Sunnyside St /Bungalows Sunnyside Street Belfast,BT7 3EG,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.576033,-5.92396,BT7 3EG,ok
710,Outside Taughmonagh Community Finwood Park Belfast,BT9 6QR,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.558254,-5.97013,BT9 6QR,ok
711,Corner Of Ravenhill Road & Ormeau Road Belfast,BT7 3HW,Belfast City,08/02/2024,No,Remove,20/05/2024,No,Remove,20/05/2024,54.571222,-5.913782,BT7 3HW,ok
712,Rathmore Drive Newtownabbey,BT37 9BN,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.662184,-5.918885,BT37 9BN,ok
713,Outside N/Abbey Tech College Shore Road Newtownabbey,BT37 0AA,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.672094,-5.900116,BT37 0AA,ok
714,Outside St James Primary School Shore Road Newtownabbey,BT37 0AA,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.672094,-5.900116,BT37 0AA,ok
715,Opposite 97 Manse Road Newtownabbey,BT36 6SN,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.690773,-5.947233,BT36 6SN,ok
716,Glenville Road Newtownabbey,BT37 0DP,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.679884,-5.904784,BT37 0DP,ok
717,Outside No.24 Mossley Crescent Mossley Crescent Newtownabbey,BT36 5PA,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.695427,-5.952008,BT36 5PA,ok
718,Kilskeery Road Trillick Omagh,BT78 3RD,Fermanagh and Omagh,12/02/2024,No,Remove,26/06/2024,No,Remove,26/06/2024,54.449495,-7.49214,BT78 3RD,ok
719,Opposite No. 37 Knockmoyle Road Omagh,BT79 7TA,Fermanagh and Omagh,12/02/2024,No,Remove,26/06/2024,No,Remove,26/06/2024,54.655554,-7.29339,BT79 7TA,ok
720,Merville Garden Village Newtownabbey,BT37 9TF,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.656019,-5.910987,BT37 9TF,ok
721,Forthill Park Newtownabbey,BT36 6QU,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.687652,-5.934921,BT36 6QU,ok
722,Opp.No.167. Doagh Rd Doagh Road Newtownabbey,BT36 6AA,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.674748,-5.913855,BT36 6AA,ok
723,Outside 2 Craigmore Park Antrim,BT41 1DR,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.714442,-6.20728,BT41 1DR,ok
724,Opposite No.20 Margaret Ave Margaret Avenue Ballyclare,BT39 9HW,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.755783,-6.003442,BT39 9HW,ok
725,Opposite No. 44 Ballynure Road Ballynure Road Ballyclare,BT39 9AG,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.750848,-5.995157,BT39 9AG,ok
726,Corner Of Doagh Road Ollardale Park Ballyclare,BT39 9EG,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.750184,-6.008299,BT39 9EG,ok
727,Main Street Parkgate Ballyclare,BT39 0DG,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.722841,-6.095292,BT39 0DG,ok
728,Adjacent Jctn Craigburn/Craighill Craighill Antrim,BT41 1PR,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.708164,-6.181505,BT41 1PR,ok
729,Outside 29/31 Woodland Grove Antrim,BT41 4EE,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.708077,-6.221696,BT41 4EE,ok
730,Coral Crescent Antrim,BT41 4LW,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.721905,-6.226678,BT41 4LW,ok
731,Junction Of Of Firfields / Lough Rd Lough Road Antrim,BT41 4DG,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.713363,-6.220673,BT41 4DG,ok
732,Off Oriel Road Tower Way Antrim,BT41 1EP,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.716172,-6.20157,BT41 1EP,ok
733,Dunsilly Ballymena Road Antrim,BT41 4JG,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.721861,-6.221791,BT41 4JG,ok
734,Outside 120 Clanabogan Road Omagh,BT78 1SN,Fermanagh and Omagh,12/02/2024,No,Remove,26/06/2024,No,Remove,26/06/2024,54.555404,-7.37928,BT78 1SN,ok
735,Monkstown / Whiteabbey Devenish Drive Newtownabbey,BT37 0HD,Antrim and Newtownabbey,12/02/2024,No,Remove,07/06/2024,No,Remove,07/06/2024,54.688241,-5.910588,BT37 0HD,ok
736,Dublin Road Omagh,BT78 1ES,Fermanagh and Omagh,12/02/2024,No,Remove,26/06/2024,No,Remove,26/06/2024,54.599896,-7.298455,BT78 1ES,ok
737,Adjacent To Hive Filling Station. Garsdale Sedbergh,LA10 5PQ,South Lakeland District,12/02/2024,No,Remove,05/06/2024,No,Remove,05/06/2024,54.301555,-2.38842,LA10 5PQ,ok
738,Outside St Marys Church Ardess Road Ardess Glebe Enniskillen,BT93 1NX,Fermanagh and Omagh,12/02/2024,No,Remove,26/06/2024,No,Remove,26/06/2024,54.51603,-7.679166,BT93 1NX,ok
739,North Lonsdale Road Ulverston,LA12 9DX,South Lakeland District,12/02/2024,No,Remove,05/06/2024,No,Remove,05/06/2024,54.192845,-3.072582,LA12 9DX,ok
740,O/Side Public Library. Chapel Lane Kirkby Lonsdale Carnforth,LA6 2AL,South Lakeland District,12/02/2024,No,Remove,05/06/2024,No,Remove,05/06/2024,54.202269,-2.59764,LA6 2AL,ok
741,Adjacent To The Swan Hotel. Keswick Road Grasmere Ambleside,LA22 9RF,South Lakeland District,12/02/2024,No,Remove,05/06/2024,No,Remove,05/06/2024,54.465471,-3.02012,LA22 9RF,ok
742,Junction Of Whinfield Road. Park Road Windermere,LA23 2BJ,South Lakeland District,12/02/2024,No,Remove,05/06/2024,No,Remove,05/06/2024,54.374385,-2.902648,LA23 2BJ,ok
743,Cartmel/Field Broughton Road Field Broughton Grange-Over-Sands,LA11 6HR,South Lakeland District,12/02/2024,No,Remove,05/06/2024,No,Remove,05/06/2024,54.228526,-2.941567,LA11 6HR,ok
744,Erne Park Kesh Enniskillen,BT93 1SJ,Fermanagh and Omagh,12/02/2024,No,Remove,26/06/2024,No,Remove,26/06/2024,54.521346,-7.725591,BT93 1SJ,ok
